state,state population,ethnicity,gender,age group,group population
OR,3831074,NavAm,Male,45-49,1866
PA,12702379,NavAm,Male,45-49,1022
RI,1052567,NavAm,Male,45-49,189
SC,4625364,NavAm,Male,45-49,796
SD,814180,NavAm,Male,45-49,2074
TN,6346105,NavAm,Male,45-49,855
TX,25145561,NavAm,Male,45-49,6309
UT,2763885,NavAm,Male,45-49,1040
VT,625741,NavAm,Male,45-49,113
VA,8001024,NavAm,Male,45-49,1222
WA,6724540,NavAm,Male,45-49,3631
WV,1852994,NavAm,Male,45-49,174
WI,5686986,NavAm,Male,45-49,2006
WY,563626,NavAm,Male,45-49,397
PR,3725789,NavAm,Male,45-49,652
AL,4779736,NavAm,Male,50-54,1058
AK,710231,NavAm,Male,50-54,3232
AZ,6392017,NavAm,Male,50-54,7717
AR,2915918,NavAm,Male,50-54,841
CA,37253956,NavAm,Male,50-54,12405
CO,5029196,NavAm,Male,50-54,1934
CT,3574097,NavAm,Male,50-54,394
DE,897934,NavAm,Male,50-54,165
DC,601723,NavAm,Male,50-54,70
FL,18801310,NavAm,Male,50-54,2760
GA,9687653,NavAm,Male,50-54,1082
HI,1360301,NavAm,Male,50-54,145
ID,1567582,NavAm,Male,50-54,668
IL,12830632,NavAm,Male,50-54,1413
IN,6483802,NavAm,Male,50-54,801
IA,3046355,NavAm,Male,50-54,339
KS,2853118,NavAm,Male,50-54,869
KY,4339367,NavAm,Male,50-54,445
LA,4533372,NavAm,Male,50-54,986
ME,1328361,NavAm,Male,50-54,354
MD,5773552,NavAm,Male,50-54,693
MA,6547629,NavAm,Male,50-54,604
MI,9883640,NavAm,Male,50-54,2282
MN,5303925,NavAm,Male,50-54,1903
MS,2967297,NavAm,Male,50-54,443
MO,5988927,NavAm,Male,50-54,1198
MT,989415,NavAm,Male,50-54,1892
NE,1826341,NavAm,Male,50-54,441
NV,2700551,NavAm,Male,50-54,1140
NH,1316470,NavAm,Male,50-54,162
NJ,8791894,NavAm,Male,50-54,911
NM,2059179,NavAm,Male,50-54,5342
NY,19378102,NavAm,Male,50-54,3248
NC,9535483,NavAm,Male,50-54,3854
ND,672591,NavAm,Male,50-54,949
OH,11536504,NavAm,Male,50-54,1195
OK,3751351,NavAm,Male,50-54,9200
OR,3831074,NavAm,Male,50-54,1693
PA,12702379,NavAm,Male,50-54,929
RI,1052567,NavAm,Male,50-54,191
SC,4625364,NavAm,Male,50-54,703
SD,814180,NavAm,Male,50-54,1688
TN,6346105,NavAm,Male,50-54,839
TX,25145561,NavAm,Male,50-54,5738
UT,2763885,NavAm,Male,50-54,829
VT,625741,NavAm,Male,50-54,98
VA,8001024,NavAm,Male,50-54,1100
WA,6724540,NavAm,Male,50-54,3421
WV,1852994,NavAm,Male,50-54,228
WI,5686986,NavAm,Male,50-54,1744
WY,563626,NavAm,Male,50-54,384
PR,3725789,NavAm,Male,50-54,671
AL,4779736,NavAm,Male,55-59,954
AK,710231,NavAm,Male,55-59,2713
AZ,6392017,NavAm,Male,55-59,5861
AR,2915918,NavAm,Male,55-59,634
CA,37253956,NavAm,Male,55-59,9861
CO,5029196,NavAm,Male,55-59,1567
CT,3574097,NavAm,Male,55-59,313
DE,897934,NavAm,Male,55-59,136
DC,601723,NavAm,Male,55-59,64
FL,18801310,NavAm,Male,55-59,2344
GA,9687653,NavAm,Male,55-59,881
HI,1360301,NavAm,Male,55-59,161
ID,1567582,NavAm,Male,55-59,556
IL,12830632,NavAm,Male,55-59,1116
IN,6483802,NavAm,Male,55-59,625
IA,3046355,NavAm,Male,55-59,240
KS,2853118,NavAm,Male,55-59,730
KY,4339367,NavAm,Male,55-59,385
LA,4533372,NavAm,Male,55-59,857
ME,1328361,NavAm,Male,55-59,263
MD,5773552,NavAm,Male,55-59,606
MA,6547629,NavAm,Male,55-59,481
MI,9883640,NavAm,Male,55-59,1820
MN,5303925,NavAm,Male,55-59,1390
MS,2967297,NavAm,Male,55-59,333
MO,5988927,NavAm,Male,55-59,866
MT,989415,NavAm,Male,55-59,1433
NE,1826341,NavAm,Male,55-59,376
NV,2700551,NavAm,Male,55-59,885
NH,1316470,NavAm,Male,55-59,125
NJ,8791894,NavAm,Male,55-59,702
NM,2059179,NavAm,Male,55-59,4253
NY,19378102,NavAm,Male,55-59,2572
NC,9535483,NavAm,Male,55-59,3365
ND,672591,NavAm,Male,55-59,670
OH,11536504,NavAm,Male,55-59,967
OK,3751351,NavAm,Male,55-59,7655
OR,3831074,NavAm,Male,55-59,1523
PA,12702379,NavAm,Male,55-59,806
RI,1052567,NavAm,Male,55-59,130
SC,4625364,NavAm,Male,55-59,610
SD,814180,NavAm,Male,55-59,1260
TN,6346105,NavAm,Male,55-59,683
TX,25145561,NavAm,Male,55-59,4440
UT,2763885,NavAm,Male,55-59,571
VT,625741,NavAm,Male,55-59,84
VA,8001024,NavAm,Male,55-59,876
WA,6724540,NavAm,Male,55-59,2908
WV,1852994,NavAm,Male,55-59,160
WI,5686986,NavAm,Male,55-59,1291
WY,563626,NavAm,Male,55-59,315
PR,3725789,NavAm,Male,55-59,571
AL,4779736,NavAm,Male,60-61,342
AK,710231,NavAm,Male,60-61,956
AZ,6392017,NavAm,Male,60-61,2091
AR,2915918,NavAm,Male,60-61,230
CA,37253956,NavAm,Male,60-61,3260
CO,5029196,NavAm,Male,60-61,509
CT,3574097,NavAm,Male,60-61,93
DE,897934,NavAm,Male,60-61,31
DC,601723,NavAm,Male,60-61,23
FL,18801310,NavAm,Male,60-61,764
GA,9687653,NavAm,Male,60-61,337
HI,1360301,NavAm,Male,60-61,56
ID,1567582,NavAm,Male,60-61,194
IL,12830632,NavAm,Male,60-61,339
IN,6483802,NavAm,Male,60-61,203
IA,3046355,NavAm,Male,60-61,94
KS,2853118,NavAm,Male,60-61,258
KY,4339367,NavAm,Male,60-61,121
LA,4533372,NavAm,Male,60-61,290
ME,1328361,NavAm,Male,60-61,96
MD,5773552,NavAm,Male,60-61,207
MA,6547629,NavAm,Male,60-61,165
MI,9883640,NavAm,Male,60-61,616
MN,5303925,NavAm,Male,60-61,484
MS,2967297,NavAm,Male,60-61,140
MO,5988927,NavAm,Male,60-61,298
MT,989415,NavAm,Male,60-61,514
NE,1826341,NavAm,Male,60-61,124
NV,2700551,NavAm,Male,60-61,325
NH,1316470,NavAm,Male,60-61,35
NJ,8791894,NavAm,Male,60-61,199
NM,2059179,NavAm,Male,60-61,1534
NY,19378102,NavAm,Male,60-61,796
NC,9535483,NavAm,Male,60-61,1221
ND,672591,NavAm,Male,60-61,201
OH,11536504,NavAm,Male,60-61,297
OK,3751351,NavAm,Male,60-61,2708
OR,3831074,NavAm,Male,60-61,514
PA,12702379,NavAm,Male,60-61,257
RI,1052567,NavAm,Male,60-61,35
SC,4625364,NavAm,Male,60-61,219
SD,814180,NavAm,Male,60-61,396
TN,6346105,NavAm,Male,60-61,259
TX,25145561,NavAm,Male,60-61,1570
UT,2763885,NavAm,Male,60-61,195
VT,625741,NavAm,Male,60-61,28
VA,8001024,NavAm,Male,60-61,301
WA,6724540,NavAm,Male,60-61,1011
WV,1852994,NavAm,Male,60-61,55
WI,5686986,NavAm,Male,60-61,440
WY,563626,NavAm,Male,60-61,93
PR,3725789,NavAm,Male,60-61,211
AL,4779736,NavAm,Male,62-64,473
AK,710231,NavAm,Male,62-64,933
AZ,6392017,NavAm,Male,62-64,2559
AR,2915918,NavAm,Male,62-64,298
CA,37253956,NavAm,Male,62-64,4157
CO,5029196,NavAm,Male,62-64,672
CT,3574097,NavAm,Male,62-64,129
DE,897934,NavAm,Male,62-64,58
DC,601723,NavAm,Male,62-64,26
FL,18801310,NavAm,Male,62-64,995
GA,9687653,NavAm,Male,62-64,406
HI,1360301,NavAm,Male,62-64,48
ID,1567582,NavAm,Male,62-64,217
IL,12830632,NavAm,Male,62-64,430
IN,6483802,NavAm,Male,62-64,255
IA,3046355,NavAm,Male,62-64,97
KS,2853118,NavAm,Male,62-64,310
KY,4339367,NavAm,Male,62-64,161
LA,4533372,NavAm,Male,62-64,416
ME,1328361,NavAm,Male,62-64,109
MD,5773552,NavAm,Male,62-64,262
MA,6547629,NavAm,Male,62-64,182
MI,9883640,NavAm,Male,62-64,796
MN,5303925,NavAm,Male,62-64,551
MS,2967297,NavAm,Male,62-64,175
MO,5988927,NavAm,Male,62-64,384
MT,989415,NavAm,Male,62-64,545
NE,1826341,NavAm,Male,62-64,145
NV,2700551,NavAm,Male,62-64,392
NH,1316470,NavAm,Male,62-64,48
NJ,8791894,NavAm,Male,62-64,319
NM,2059179,NavAm,Male,62-64,1746
NY,19378102,NavAm,Male,62-64,1077
NC,9535483,NavAm,Male,62-64,1705
ND,672591,NavAm,Male,62-64,278
OH,11536504,NavAm,Male,62-64,356
OK,3751351,NavAm,Male,62-64,3505
OR,3831074,NavAm,Male,62-64,657
PA,12702379,NavAm,Male,62-64,299
RI,1052567,NavAm,Male,62-64,63
SC,4625364,NavAm,Male,62-64,291
SD,814180,NavAm,Male,62-64,578
TN,6346105,NavAm,Male,62-64,356
TX,25145561,NavAm,Male,62-64,1869
UT,2763885,NavAm,Male,62-64,270
VT,625741,NavAm,Male,62-64,46
VA,8001024,NavAm,Male,62-64,413
WA,6724540,NavAm,Male,62-64,1166
WV,1852994,NavAm,Male,62-64,87
WI,5686986,NavAm,Male,62-64,531
WY,563626,NavAm,Male,62-64,131
PR,3725789,NavAm,Male,62-64,287
AL,4779736,NavAm,Male,65-66,233
AK,710231,NavAm,Male,65-66,616
AZ,6392017,NavAm,Male,65-66,1348
AR,2915918,NavAm,Male,65-66,179
CA,37253956,NavAm,Male,65-66,2283
CO,5029196,NavAm,Male,65-66,292
CT,3574097,NavAm,Male,65-66,69
DE,897934,NavAm,Male,65-66,29
DC,601723,NavAm,Male,65-66,22
FL,18801310,NavAm,Male,65-66,560
GA,9687653,NavAm,Male,65-66,182
HI,1360301,NavAm,Male,65-66,30
ID,1567582,NavAm,Male,65-66,123
IL,12830632,NavAm,Male,65-66,200
IN,6483802,NavAm,Male,65-66,129
IA,3046355,NavAm,Male,65-66,30
KS,2853118,NavAm,Male,65-66,136
KY,4339367,NavAm,Male,65-66,83
LA,4533372,NavAm,Male,65-66,188
ME,1328361,NavAm,Male,65-66,49
MD,5773552,NavAm,Male,65-66,108
MA,6547629,NavAm,Male,65-66,118
MI,9883640,NavAm,Male,65-66,360
MN,5303925,NavAm,Male,65-66,273
MS,2967297,NavAm,Male,65-66,81
MO,5988927,NavAm,Male,65-66,183
MT,989415,NavAm,Male,65-66,334
NE,1826341,NavAm,Male,65-66,44
NV,2700551,NavAm,Male,65-66,220
NH,1316470,NavAm,Male,65-66,32
NJ,8791894,NavAm,Male,65-66,174
NM,2059179,NavAm,Male,65-66,973
NY,19378102,NavAm,Male,65-66,511
NC,9535483,NavAm,Male,65-66,842
ND,672591,NavAm,Male,65-66,148
OH,11536504,NavAm,Male,65-66,194
OK,3751351,NavAm,Male,65-66,1920
OR,3831074,NavAm,Male,65-66,343
PA,12702379,NavAm,Male,65-66,159
RI,1052567,NavAm,Male,65-66,37
SC,4625364,NavAm,Male,65-66,142
SD,814180,NavAm,Male,65-66,261
TN,6346105,NavAm,Male,65-66,175
TX,25145561,NavAm,Male,65-66,1022
UT,2763885,NavAm,Male,65-66,119
VT,625741,NavAm,Male,65-66,21
VA,8001024,NavAm,Male,65-66,200
WA,6724540,NavAm,Male,65-66,641
WV,1852994,NavAm,Male,65-66,29
WI,5686986,NavAm,Male,65-66,315
WY,563626,NavAm,Male,65-66,71
PR,3725789,NavAm,Male,65-66,180
AL,4779736,NavAm,Male,67-69,287
AK,710231,NavAm,Male,67-69,742
AZ,6392017,NavAm,Male,67-69,1760
AR,2915918,NavAm,Male,67-69,181
CA,37253956,NavAm,Male,67-69,2617
CO,5029196,NavAm,Male,67-69,401
CT,3574097,NavAm,Male,67-69,78
DE,897934,NavAm,Male,67-69,42
DC,601723,NavAm,Male,67-69,24
FL,18801310,NavAm,Male,67-69,688
GA,9687653,NavAm,Male,67-69,246
HI,1360301,NavAm,Male,67-69,40
ID,1567582,NavAm,Male,67-69,170
IL,12830632,NavAm,Male,67-69,243
IN,6483802,NavAm,Male,67-69,150
IA,3046355,NavAm,Male,67-69,42
KS,2853118,NavAm,Male,67-69,191
KY,4339367,NavAm,Male,67-69,108
LA,4533372,NavAm,Male,67-69,239
ME,1328361,NavAm,Male,67-69,64
MD,5773552,NavAm,Male,67-69,162
MA,6547629,NavAm,Male,67-69,124
MI,9883640,NavAm,Male,67-69,531
MN,5303925,NavAm,Male,67-69,354
MS,2967297,NavAm,Male,67-69,76
MO,5988927,NavAm,Male,67-69,281
MT,989415,NavAm,Male,67-69,376
NE,1826341,NavAm,Male,67-69,75
NV,2700551,NavAm,Male,67-69,240
NH,1316470,NavAm,Male,67-69,30
NJ,8791894,NavAm,Male,67-69,184
NM,2059179,NavAm,Male,67-69,1282
NY,19378102,NavAm,Male,67-69,721
NC,9535483,NavAm,Male,67-69,1028
ND,672591,NavAm,Male,67-69,193
OH,11536504,NavAm,Male,67-69,245
OK,3751351,NavAm,Male,67-69,2538
OR,3831074,NavAm,Male,67-69,440
PA,12702379,NavAm,Male,67-69,175
RI,1052567,NavAm,Male,67-69,39
SC,4625364,NavAm,Male,67-69,170
SD,814180,NavAm,Male,67-69,316
TN,6346105,NavAm,Male,67-69,223
TX,25145561,NavAm,Male,67-69,1213
UT,2763885,NavAm,Male,67-69,145
VT,625741,NavAm,Male,67-69,17
VA,8001024,NavAm,Male,67-69,255
WA,6724540,NavAm,Male,67-69,755
WV,1852994,NavAm,Male,67-69,65
WI,5686986,NavAm,Male,67-69,342
WY,563626,NavAm,Male,67-69,89
PR,3725789,NavAm,Male,67-69,198
AL,4779736,NavAm,Male,70-74,301
AK,710231,NavAm,Male,70-74,893
AZ,6392017,NavAm,Male,70-74,2318
AR,2915918,NavAm,Male,70-74,219
CA,37253956,NavAm,Male,70-74,3111
CO,5029196,NavAm,Male,70-74,409
CT,3574097,NavAm,Male,70-74,91
DE,897934,NavAm,Male,70-74,58
DC,601723,NavAm,Male,70-74,21
FL,18801310,NavAm,Male,70-74,756
GA,9687653,NavAm,Male,70-74,248
HI,1360301,NavAm,Male,70-74,35
ID,1567582,NavAm,Male,70-74,208
IL,12830632,NavAm,Male,70-74,301
IN,6483802,NavAm,Male,70-74,142
IA,3046355,NavAm,Male,70-74,68
KS,2853118,NavAm,Male,70-74,226
KY,4339367,NavAm,Male,70-74,111
LA,4533372,NavAm,Male,70-74,300
ME,1328361,NavAm,Male,70-74,69
MD,5773552,NavAm,Male,70-74,188
MA,6547629,NavAm,Male,70-74,163
MI,9883640,NavAm,Male,70-74,546
MN,5303925,NavAm,Male,70-74,428
MS,2967297,NavAm,Male,70-74,135
MO,5988927,NavAm,Male,70-74,306
MT,989415,NavAm,Male,70-74,493
NE,1826341,NavAm,Male,70-74,126
NV,2700551,NavAm,Male,70-74,312
NH,1316470,NavAm,Male,70-74,33
NJ,8791894,NavAm,Male,70-74,234
NM,2059179,NavAm,Male,70-74,1620
NY,19378102,NavAm,Male,70-74,898
NC,9535483,NavAm,Male,70-74,1146
ND,672591,NavAm,Male,70-74,230
OH,11536504,NavAm,Male,70-74,253
OK,3751351,NavAm,Male,70-74,2928
OR,3831074,NavAm,Male,70-74,473
PA,12702379,NavAm,Male,70-74,219
RI,1052567,NavAm,Male,70-74,54
SC,4625364,NavAm,Male,70-74,208
SD,814180,NavAm,Male,70-74,443
TN,6346105,NavAm,Male,70-74,200
TX,25145561,NavAm,Male,70-74,1315
UT,2763885,NavAm,Male,70-74,196
VT,625741,NavAm,Male,70-74,22
VA,8001024,NavAm,Male,70-74,277
WA,6724540,NavAm,Male,70-74,901
WV,1852994,NavAm,Male,70-74,58
WI,5686986,NavAm,Male,70-74,446
WY,563626,NavAm,Male,70-74,92
PR,3725789,NavAm,Male,70-74,272
AL,4779736,NavAm,Male,75-79,155
AK,710231,NavAm,Male,75-79,578
AZ,6392017,NavAm,Male,75-79,1475
AR,2915918,NavAm,Male,75-79,139
CA,37253956,NavAm,Male,75-79,2049
CO,5029196,NavAm,Male,75-79,230
CT,3574097,NavAm,Male,75-79,44
DE,897934,NavAm,Male,75-79,34
DC,601723,NavAm,Male,75-79,13
FL,18801310,NavAm,Male,75-79,474
GA,9687653,NavAm,Male,75-79,116
HI,1360301,NavAm,Male,75-79,26
ID,1567582,NavAm,Male,75-79,114
IL,12830632,NavAm,Male,75-79,169
IN,6483802,NavAm,Male,75-79,101
IA,3046355,NavAm,Male,75-79,36
KS,2853118,NavAm,Male,75-79,150
KY,4339367,NavAm,Male,75-79,52
LA,4533372,NavAm,Male,75-79,190
ME,1328361,NavAm,Male,75-79,45
MD,5773552,NavAm,Male,75-79,102
MA,6547629,NavAm,Male,75-79,122
MI,9883640,NavAm,Male,75-79,339
MN,5303925,NavAm,Male,75-79,253
MS,2967297,NavAm,Male,75-79,62
MO,5988927,NavAm,Male,75-79,174
MT,989415,NavAm,Male,75-79,279
NE,1826341,NavAm,Male,75-79,58
NV,2700551,NavAm,Male,75-79,190
NH,1316470,NavAm,Male,75-79,20
NJ,8791894,NavAm,Male,75-79,136
NM,2059179,NavAm,Male,75-79,1108
NY,19378102,NavAm,Male,75-79,515
NC,9535483,NavAm,Male,75-79,669
ND,672591,NavAm,Male,75-79,145
OH,11536504,NavAm,Male,75-79,158
OK,3751351,NavAm,Male,75-79,1851
OR,3831074,NavAm,Male,75-79,297
PA,12702379,NavAm,Male,75-79,167
RI,1052567,NavAm,Male,75-79,35
SC,4625364,NavAm,Male,75-79,101
SD,814180,NavAm,Male,75-79,241
TN,6346105,NavAm,Male,75-79,116
TX,25145561,NavAm,Male,75-79,818
UT,2763885,NavAm,Male,75-79,107
VT,625741,NavAm,Male,75-79,13
VA,8001024,NavAm,Male,75-79,145
WA,6724540,NavAm,Male,75-79,506
WV,1852994,NavAm,Male,75-79,26
WI,5686986,NavAm,Male,75-79,225
WY,563626,NavAm,Male,75-79,54
PR,3725789,NavAm,Male,75-79,182
AL,4779736,NavAm,Male,80-84,71
AK,710231,NavAm,Male,80-84,381
AZ,6392017,NavAm,Male,80-84,883
AR,2915918,NavAm,Male,80-84,87
CA,37253956,NavAm,Male,80-84,1298
CO,5029196,NavAm,Male,80-84,143
CT,3574097,NavAm,Male,80-84,45
DE,897934,NavAm,Male,80-84,21
DC,601723,NavAm,Male,80-84,6
FL,18801310,NavAm,Male,80-84,256
GA,9687653,NavAm,Male,80-84,64
HI,1360301,NavAm,Male,80-84,5
ID,1567582,NavAm,Male,80-84,53
IL,12830632,NavAm,Male,80-84,113
IN,6483802,NavAm,Male,80-84,52
IA,3046355,NavAm,Male,80-84,31
KS,2853118,NavAm,Male,80-84,94
KY,4339367,NavAm,Male,80-84,33
LA,4533372,NavAm,Male,80-84,108
ME,1328361,NavAm,Male,80-84,16
MD,5773552,NavAm,Male,80-84,63
MA,6547629,NavAm,Male,80-84,74
MI,9883640,NavAm,Male,80-84,200
MN,5303925,NavAm,Male,80-84,124
MS,2967297,NavAm,Male,80-84,29
MO,5988927,NavAm,Male,80-84,92
MT,989415,NavAm,Male,80-84,147
NE,1826341,NavAm,Male,80-84,14
NV,2700551,NavAm,Male,80-84,104
NH,1316470,NavAm,Male,80-84,14
NJ,8791894,NavAm,Male,80-84,93
NM,2059179,NavAm,Male,80-84,668
NY,19378102,NavAm,Male,80-84,328
NC,9535483,NavAm,Male,80-84,368
ND,672591,NavAm,Male,80-84,64
OH,11536504,NavAm,Male,80-84,97
OK,3751351,NavAm,Male,80-84,1029
OR,3831074,NavAm,Male,80-84,149
PA,12702379,NavAm,Male,80-84,90
RI,1052567,NavAm,Male,80-84,16
SC,4625364,NavAm,Male,80-84,43
SD,814180,NavAm,Male,80-84,145
TN,6346105,NavAm,Male,80-84,71
TX,25145561,NavAm,Male,80-84,489
UT,2763885,NavAm,Male,80-84,64
VT,625741,NavAm,Male,80-84,9
VA,8001024,NavAm,Male,80-84,93
WA,6724540,NavAm,Male,80-84,275
WV,1852994,NavAm,Male,80-84,25
WI,5686986,NavAm,Male,80-84,112
WY,563626,NavAm,Male,80-84,38
PR,3725789,NavAm,Male,80-84,87
AL,4779736,NavAm,Male,85-100,54
AK,710231,NavAm,Male,85-100,201
AZ,6392017,NavAm,Male,85-100,663
AR,2915918,NavAm,Male,85-100,40
CA,37253956,NavAm,Male,85-100,865
CO,5029196,NavAm,Male,85-100,75
CT,3574097,NavAm,Male,85-100,27
DE,897934,NavAm,Male,85-100,10
DC,601723,NavAm,Male,85-100,7
FL,18801310,NavAm,Male,85-100,153
GA,9687653,NavAm,Male,85-100,38
HI,1360301,NavAm,Male,85-100,13
ID,1567582,NavAm,Male,85-100,41
IL,12830632,NavAm,Male,85-100,59
IN,6483802,NavAm,Male,85-100,32
IA,3046355,NavAm,Male,85-100,9
KS,2853118,NavAm,Male,85-100,50
KY,4339367,NavAm,Male,85-100,19
LA,4533372,NavAm,Male,85-100,59
ME,1328361,NavAm,Male,85-100,9
MD,5773552,NavAm,Male,85-100,28
MA,6547629,NavAm,Male,85-100,50
MI,9883640,NavAm,Male,85-100,113
MN,5303925,NavAm,Male,85-100,69
MS,2967297,NavAm,Male,85-100,27
MO,5988927,NavAm,Male,85-100,60
MT,989415,NavAm,Male,85-100,83
NE,1826341,NavAm,Male,85-100,16
NV,2700551,NavAm,Male,85-100,65
NH,1316470,NavAm,Male,85-100,8
NJ,8791894,NavAm,Male,85-100,72
NM,2059179,NavAm,Male,85-100,495
NY,19378102,NavAm,Male,85-100,231
NC,9535483,NavAm,Male,85-100,232
ND,672591,NavAm,Male,85-100,28
OH,11536504,NavAm,Male,85-100,53
OK,3751351,NavAm,Male,85-100,670
OR,3831074,NavAm,Male,85-100,104
PA,12702379,NavAm,Male,85-100,72
RI,1052567,NavAm,Male,85-100,15
SC,4625364,NavAm,Male,85-100,25
SD,814180,NavAm,Male,85-100,77
TN,6346105,NavAm,Male,85-100,41
TX,25145561,NavAm,Male,85-100,290
UT,2763885,NavAm,Male,85-100,46
VT,625741,NavAm,Male,85-100,6
VA,8001024,NavAm,Male,85-100,52
WA,6724540,NavAm,Male,85-100,157
WV,1852994,NavAm,Male,85-100,12
WI,5686986,NavAm,Male,85-100,68
WY,563626,NavAm,Male,85-100,16
PR,3725789,NavAm,Male,85-100,105
AL,4779736,NavAm,Female,0-4,840
AK,710231,NavAm,Female,0-4,4689
AZ,6392017,NavAm,Female,0-4,14004
AR,2915918,NavAm,Female,0-4,767
CA,37253956,NavAm,Female,0-4,13284
CO,5029196,NavAm,Female,0-4,2034
CT,3574097,NavAm,Female,0-4,449
DE,897934,NavAm,Female,0-4,157
DC,601723,NavAm,Female,0-4,58
FL,18801310,NavAm,Female,0-4,2304
GA,9687653,NavAm,Female,0-4,1236
HI,1360301,NavAm,Female,0-4,103
ID,1567582,NavAm,Female,0-4,882
IL,12830632,NavAm,Female,0-4,1882
IN,6483802,NavAm,Female,0-4,576
IA,3046355,NavAm,Female,0-4,495
KS,2853118,NavAm,Female,0-4,1039
KY,4339367,NavAm,Female,0-4,269
LA,4533372,NavAm,Female,0-4,1129
ME,1328361,NavAm,Female,0-4,293
MD,5773552,NavAm,Female,0-4,748
MA,6547629,NavAm,Female,0-4,751
MI,9883640,NavAm,Female,0-4,2073
MN,5303925,NavAm,Female,0-4,3024
MS,2967297,NavAm,Female,0-4,695
MO,5988927,NavAm,Female,0-4,874
MT,989415,NavAm,Female,0-4,3422
NE,1826341,NavAm,Female,0-4,967
NV,2700551,NavAm,Female,0-4,1118
NH,1316470,NavAm,Female,0-4,93
NJ,8791894,NavAm,Female,0-4,1242
NM,2059179,NavAm,Female,0-4,8520
NY,19378102,NavAm,Female,0-4,4233
NC,9535483,NavAm,Female,0-4,4607
ND,672591,NavAm,Female,0-4,2097
OH,11536504,NavAm,Female,0-4,711
OK,3751351,NavAm,Female,0-4,14386
OR,3831074,NavAm,Female,0-4,1812
PA,12702379,NavAm,Female,0-4,951
RI,1052567,NavAm,Female,0-4,265
SC,4625364,NavAm,Female,0-4,640
SD,814180,NavAm,Female,0-4,4289
TN,6346105,NavAm,Female,0-4,568
TX,25145561,NavAm,Female,0-4,6606
UT,2763885,NavAm,Female,0-4,1501
VT,625741,NavAm,Female,0-4,54
VA,8001024,NavAm,Female,0-4,1022
WA,6724540,NavAm,Female,0-4,3969
WV,1852994,NavAm,Female,0-4,78
WI,5686986,NavAm,Female,0-4,2332
WY,563626,NavAm,Female,0-4,725
PR,3725789,NavAm,Female,0-4,570
AL,4779736,NavAm,Female,5-9,989
AK,710231,NavAm,Female,5-9,4529
AZ,6392017,NavAm,Female,5-9,13156
AR,2915918,NavAm,Female,5-9,814
CA,37253956,NavAm,Female,5-9,13289
CO,5029196,NavAm,Female,5-9,2145
CT,3574097,NavAm,Female,5-9,433
DE,897934,NavAm,Female,5-9,137
DC,601723,NavAm,Female,5-9,43
FL,18801310,NavAm,Female,5-9,2359
GA,9687653,NavAm,Female,5-9,1237
HI,1360301,NavAm,Female,5-9,92
ID,1567582,NavAm,Female,5-9,915
IL,12830632,NavAm,Female,5-9,1896
IN,6483802,NavAm,Female,5-9,655
IA,3046355,NavAm,Female,5-9,494
KS,2853118,NavAm,Female,5-9,1089
KY,4339367,NavAm,Female,5-9,282
LA,4533372,NavAm,Female,5-9,1183
ME,1328361,NavAm,Female,5-9,313
MD,5773552,NavAm,Female,5-9,687
MA,6547629,NavAm,Female,5-9,711
MI,9883640,NavAm,Female,5-9,2233
MN,5303925,NavAm,Female,5-9,2703
MS,2967297,NavAm,Female,5-9,730
MO,5988927,NavAm,Female,5-9,854
MT,989415,NavAm,Female,5-9,3143
NE,1826341,NavAm,Female,5-9,969
NV,2700551,NavAm,Female,5-9,1165
NH,1316470,NavAm,Female,5-9,91
NJ,8791894,NavAm,Female,5-9,1107
NM,2059179,NavAm,Female,5-9,8169
NY,19378102,NavAm,Female,5-9,4184
NC,9535483,NavAm,Female,5-9,4666
ND,672591,NavAm,Female,5-9,1836
OH,11536504,NavAm,Female,5-9,732
OK,3751351,NavAm,Female,5-9,14644
OR,3831074,NavAm,Female,5-9,2030
PA,12702379,NavAm,Female,5-9,951
RI,1052567,NavAm,Female,5-9,235
SC,4625364,NavAm,Female,5-9,663
SD,814180,NavAm,Female,5-9,3948
TN,6346105,NavAm,Female,5-9,624
TX,25145561,NavAm,Female,5-9,7047
UT,2763885,NavAm,Female,5-9,1502
VT,625741,NavAm,Female,5-9,64
VA,8001024,NavAm,Female,5-9,983
WA,6724540,NavAm,Female,5-9,3961
WV,1852994,NavAm,Female,5-9,67
WI,5686986,NavAm,Female,5-9,2367
WY,563626,NavAm,Female,5-9,645
PR,3725789,NavAm,Female,5-9,698
AL,4779736,NavAm,Female,10-14,1044
AK,710231,NavAm,Female,10-14,4556
AZ,6392017,NavAm,Female,10-14,13194
AR,2915918,NavAm,Female,10-14,848
CA,37253956,NavAm,Female,10-14,13708
CO,5029196,NavAm,Female,10-14,2086
CT,3574097,NavAm,Female,10-14,485
DE,897934,NavAm,Female,10-14,139
DC,601723,NavAm,Female,10-14,49
FL,18801310,NavAm,Female,10-14,2461
GA,9687653,NavAm,Female,10-14,1204
HI,1360301,NavAm,Female,10-14,94
ID,1567582,NavAm,Female,10-14,910
IL,12830632,NavAm,Female,10-14,1854
IN,6483802,NavAm,Female,10-14,714
IA,3046355,NavAm,Female,10-14,527
KS,2853118,NavAm,Female,10-14,1160
KY,4339367,NavAm,Female,10-14,318
LA,4533372,NavAm,Female,10-14,1270
ME,1328361,NavAm,Female,10-14,292
MD,5773552,NavAm,Female,10-14,665
MA,6547629,NavAm,Female,10-14,688
MI,9883640,NavAm,Female,10-14,2491
